,ep_name,face_id,character_name,time,x1,y1,x2,y2,direc,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127
282,Empire_S04E01,459.0,Cookie,985.693,0.512,0.579,0.633,0.794,backward,-0.05185,0.06347,0.09874,-0.03126,-0.14431,-0.00183,0.0033200000000000005,-0.07292,0.11855999999999997,-0.07795,0.18149,-0.06504,-0.26515,0.04801,-0.02862,0.151,-0.15213,-0.12089,-0.14908,-0.09477,-0.04288,0.07896,-0.03741,0.04149,-0.08319,-0.28355,-0.04481,-0.09717,0.09558,-0.0949,-0.00331,0.05245,-0.11855999999999997,0.02354,0.0729,0.0186,-0.04626,-0.07687000000000001,0.15229,-0.019,-0.22521,-0.053770000000000005,0.02668,0.25193000000000004,0.19023,0.00633,-0.033460000000000004,-0.07942,0.13299,-0.23503,-0.01436,0.13175,0.10332,0.12498,0.02199,-0.22782,0.017480000000000002,0.10475,-0.16458,0.03575,0.04162,-0.14775,-0.04571,-0.09087,0.21521,0.057,-0.154,-0.16462000000000002,0.12624000000000002,-0.18732,0.00866,0.09962,-0.10777,-0.11213,-0.20692,-0.01455,0.3804300000000001,0.10655,-0.20748000000000005,-0.03429,-0.08886000000000001,0.052120000000000014,0.02675,0.08788,-0.0976,-0.00719,-0.07488,-0.01856,0.14719000000000002,-0.10149,0.02033,0.22068,-0.03775,0.02106,0.01911,0.03718,-0.12927,-0.01824,-0.02867,-0.03717,0.05353,-0.12046,0.06535,0.08631,-0.17267000000000002,0.21849,-0.01237,0.07904,0.07683,0.02542,-0.02546,-0.06969,0.22183000000000005,-0.26381,0.20513,0.17246,-0.00955,0.13192,0.00579,0.12095,-0.09485,-0.00448,-0.12348,-0.04032,0.03613,-0.07442,-0.01961,-0.01366
285,Empire_S04E06,709.0,Cookie,684.9760000000001,0.8,0.503,0.8340000000000001,0.564,detection,-0.11497,0.08931,0.07622999999999999,-0.06654,-0.01295,-0.08575,-0.01164,-0.20242,0.16702999999999998,-0.11186,0.22741,0.03742,-0.23429,-0.06088,-0.0417,0.13903,-0.17224,-0.21983000000000005,-0.03993,-0.02013,0.03848,0.00706,0.06216,0.07873,-0.15267999999999998,-0.28004,-0.11922,-0.14644,0.0397,-0.03416,0.01754,0.07252,-0.23874,-0.00487,0.06827000000000001,0.06431,0.02412,-0.02717,0.21786,0.00675,-0.23622,-0.09697,0.05972,0.1994,0.18924,-0.028360000000000007,0.05815,-0.08449,0.0493,-0.23589,0.05035,0.11493,0.12055,0.07815,-0.01108,-0.27563000000000004,-0.01161,0.03556,-0.19267,0.05864,0.04235,-0.15602,-0.10914,0.01461,0.26015,0.1095,-0.16699999999999998,-0.17165999999999998,0.26974000000000004,-0.18005,0.02632,0.13826,-0.14355,-0.14054,-0.23034,-0.029310000000000006,0.42416,0.08177999999999999,-0.15639,0.09082,-0.20338,0.04771,-0.07696,0.10729,-0.02713,0.1063,-0.06542,0.008,0.16999,-0.02943,-0.04336,0.22053000000000006,-0.0592,0.05607,0.07777,0.03685,-0.05483,-0.09811,-0.11528,-0.05082,-0.09202,-0.04398,-0.0030800000000000003,0.11788,-0.149,0.12667,-0.00199,-0.01859,-0.02305,0.06433,-0.04028,-0.14152,0.11515999999999997,-0.28576,0.23023,0.16193,-0.00425,0.16180999999999998,0.02165,0.12750999999999998,-0.00926,-0.0341,-0.12800999999999998,-0.0554,0.04301,-0.06254,0.04788,-0.0066
290,Empire_S04E06,628.0,Hakeem,572.197,0.292,0.161,0.469,0.475,forward+backward,-0.19077,0.05931,0.06322,0.0021,-0.05879,-0.07401,0.02186,-0.06502000000000001,0.0895,-0.053770000000000005,0.25933,0.01598,-0.25649,-0.16614,0.0919,0.10793,-0.14357,-0.08224,-0.09439,-0.11894,0.0318,0.007640000000000002,-0.01123,0.12221,-0.11561,-0.28148,-0.07207999999999999,-0.19096,0.02021,-0.056520000000000015,-0.02482,0.04231,-0.16768,-0.06931,-0.06225,0.02527,0.04872,-0.00806,0.19191,0.01967,-0.14645,-0.0234,0.02983,0.25756,0.12953,-0.00698,0.06738,0.06082000000000001,0.063,-0.27994,0.03551,0.10983,0.18596,0.03872,-0.03542,-0.24152,-0.03115,0.04348,-0.19201,0.10379,0.0438,-0.16971,-0.12603,0.01403,0.30582,0.14215,-0.11471,-0.12930999999999998,0.19876,-0.12175,-0.01844,0.1297,-0.14146,-0.1379,-0.21305,0.15070999999999998,0.38075,0.12804,-0.20294,0.01309,-0.33097,0.02764,-0.03369,-0.00946,-0.01249,0.00633,-0.14683,0.03246,0.15955,-0.03339,0.03417,0.28656,0.107,0.0312,0.01629,-0.03773,-0.0365,-0.07053,-0.052820000000000006,-0.01162,0.06552999999999999,-0.13828,0.05176,0.01102,-0.25847,0.15404,0.04327,-0.0165,0.02232,0.0441,-0.09424,-0.04676,0.16741,-0.26088,0.21279,0.18176,0.09547,0.18748,0.04037,0.09884,-0.05083,-0.10531,-0.12385999999999997,-0.04574,0.10572,-0.04959,0.01185,0.07866000000000001
292,Empire_S04E05,456.0,Andre,850.7669999999998,0.444,0.062,0.691,0.501,forward+backward,-0.10954,0.07429,0.02126,-0.0438,-0.0545,-0.08097,0.00275,-0.08703,0.20139,-0.016640000000000002,0.33589,-0.07527,-0.18036,-0.12805,0.03696,0.13047999999999998,-0.13863,-0.10148,0.03075,-0.06596,0.09429,-0.06573,0.01685,0.15400999999999998,-0.14598,-0.28914,-0.09532,-0.22085,0.06541,-0.07272,-0.01687,0.08499,-0.17657,-0.11047,-0.01411,0.08442999999999999,0.04331,0.00073,0.23191,0.00734,-0.126,0.02146,0.01051,0.2782,0.10465,0.01665,0.08237,-0.0217,0.07749,-0.18359,0.09285,0.11232,0.21492,0.03987,0.04949,-0.20909,0.00615,0.11671,-0.24527,0.14231,0.03838,-4e-05,-0.035460000000000005,-0.00932,0.3004,0.13660999999999998,-0.11795,-0.09789,0.199,-0.061979999999999986,-0.07783999999999999,0.08678999999999999,-0.18728,-0.17626,-0.29846,0.11654,0.36873,0.06885,-0.28479,0.02272,-0.13152,-0.00691,0.01894,0.04115,-0.0241,-0.017240000000000002,-0.13693,-0.02749,0.12629,-0.03293,0.0054,0.24096,0.00878,0.04838,0.00085,0.05855,-0.07288,0.00559,-0.11515999999999997,-0.02865,0.03207,-0.07409,-0.03129,0.08824,-0.28286,0.08637,0.02047,-0.052320000000000005,-0.07952000000000001,0.0956,-0.08988,-0.03818,0.15617,-0.28958,0.22444,0.18806,0.05437,0.14473,0.02853,0.04725,0.032760000000000004,-0.06548,-0.14267,-0.04067,0.04894,-0.03918,-0.03476,0.08918
294,Empire_S04E06,279.0,Jamal,310.4770000000001,0.094,0.532,0.17800000000000002,0.682,forward+backward,-0.11513,0.17488,0.1067,0.07985,-0.02856,-0.06163,0.00014,-0.08899,0.15938,0.0063100000000000005,0.28276,-0.00521,-0.194,-0.19909,0.02857,0.11359,-0.16943,-0.09683,-0.04607,0.01865,0.09493,0.02876,0.05214,0.03468,-0.04947,-0.48225,-0.08732999999999999,-0.18349,0.08955,-0.0777,0.00592,-0.01681,-0.17394,-0.11231,-0.04562,0.01564,0.04141,-0.02419,0.18642,-0.014980000000000004,-0.18632,-0.02982,-0.0158,0.25872,0.20736,0.01963,0.07488,-0.03642,0.09563,-0.18344,0.06758,0.12215,0.19595,0.0762,0.06779,-0.11885,0.00825,0.01568,-0.2706,0.03603,0.09653,-0.04637,-0.0429,0.02036,0.24612,0.07754,-0.1074,-0.17803,0.05966000000000001,-0.217,-0.03757,0.06802000000000001,-0.11032,-0.14331,-0.3722,0.07608999999999999,0.33175,0.11195,-0.27722,0.00993,-0.17160999999999998,0.03362,0.10145,0.07203,0.00072,0.03203,-0.17765999999999998,-0.06518,0.09151,-0.01669,-0.06936,0.24742,-0.02281,0.05757,0.04545,0.05426,-0.06273,0.01573,-0.04083,0.02851,0.05143,-0.00744,-0.00901,0.0188,-0.16372,0.14324,-0.02472,0.08361,0.03945,-0.05299,-0.1469,-0.05991000000000001,0.15896,-0.28658,0.24205,0.12134,-0.0659,0.16494,0.04993,0.09837,-0.07642,-0.05304,-0.13458,-0.04288,0.04563,-0.05164,0.033010000000000005,-0.00117
295,Empire_S04E06,604.0,Anika,547.172,0.248,0.194,0.425,0.507,forward+backward,-0.13934000000000002,0.15195999999999998,0.04973,-0.1037,-0.07971,-0.00946,-0.02275,-0.11825,0.19746,-0.05467,0.22756,0.02352,-0.33072,0.011,-0.02821,0.13291,-0.12987,-0.20152,-0.03794,0.01611,0.11199,-0.03813,0.01182,0.10471,-0.09296,-0.27732,-0.01722,0.02865,0.01159,-0.09359,-0.00127,0.02136,-0.25409,0.01047,0.0261,0.11478,-0.05679,-0.16367,0.16004000000000002,0.06443,-0.26469000000000004,-0.12226,0.01721,0.23909,0.25031,0.00245,-0.00418,-0.14201,0.14432,-0.34571,0.08521000000000001,0.21557,0.05607,0.03437,0.04208,-0.24221,0.00946,0.17046,-0.20668000000000006,0.0068200000000000005,0.04254,-0.06336,-0.031639999999999995,-0.19544,0.26607,0.15728,-0.2079,-0.10084,0.17415,-0.11134,-0.07715,0.05749,-0.15419000000000002,-0.23705,-0.3064,0.04082,0.35262,0.17427,-0.11635,0.10707,-0.09038,0.05221,-0.04998,0.18222,-0.08562,0.08186,-0.05469,-0.01224,0.17581,0.02743,-0.05208,0.31221,-0.09106,0.00689,0.02771,0.06075,-0.09576,-0.05425,-0.1637,-0.12404,-0.03909,-0.07614,0.03284,0.16997,-0.23156,0.06674,-0.016630000000000002,0.07513,0.04728,-0.07658999999999999,-0.05566,-0.08356,0.05753,-0.31349,0.21154,0.13463,0.10551,0.12616,0.11848,0.07518,0.07418,-0.04184,-0.11667,0.00556,0.07697999999999999,-0.01705,0.04499,0.029
296,Empire_S04E06,945.0,Cookie,1118.743,0.383,0.16399999999999998,0.5589999999999999,0.476,forward+backward,-0.14567,0.06717999999999999,0.052279999999999986,-0.01541,-0.02805,-0.16763,-0.0005200000000000001,-0.14012,0.20215,-0.07502,0.17404,-0.09651,-0.21621,0.01677,-0.12874000000000002,0.17040999999999998,-0.14082,-0.14806,-0.00419,-0.08991,0.16235,-0.01171,-0.02129,0.17237,-0.06822,-0.24695,-0.09511,-0.1717,0.00997,-0.08415,0.05792000000000001,0.07761,-0.25675,-0.07868,-0.00331,0.01718,0.06645,-0.08668,0.18236,-0.03953,-0.25545,-0.15891,0.13684000000000002,0.2729,0.12112,0.01707,-0.02757,-0.06526,0.06636,-0.19182,-0.04861,0.13044,0.061370000000000015,0.06832,-0.02704,-0.23071,0.08809,0.04043,-0.20409,0.03453,0.07317,-0.10895,-0.0561,-0.02485,0.29519,0.06445,-0.11948,-0.10121,0.19586,-0.23153,-0.00683,0.07961,-0.13837,-0.17396,-0.27798,-0.0676,0.45956,0.07864,-0.13043,0.15707000000000002,-0.1478,0.02246,0.07271,0.17026,0.01451,0.13233,-0.06287999999999999,-0.01017,0.19279,-0.02247,-0.0016,0.2045,-0.06068,-0.03042,0.016880000000000003,0.004370000000000001,-0.08535,-0.02976,-0.13055999999999998,-0.028010000000000004,-0.07121,-0.00507,-0.03453,0.08457999999999999,-0.23419,0.05116,0.06999,-0.02112,-0.05574,0.05242,-0.09054,-0.11164,0.12605,-0.20134,0.18394,0.1541,0.03791,0.15884,0.02468,0.11641,0.0115,-0.06733,-0.16976,-0.0091,0.09936,-0.08374,0.03806,-0.03138
298,Empire_S04E01,22.0,Cookie,49.466,0.316,0.163,0.419,0.34600000000000003,forward+backward,-0.10425,0.03771,0.10749,-0.07165,-0.06607,-0.07512,0.02015,-0.13849,0.18247,-0.06122,0.18333,-0.0678,-0.26389,-0.05545,-0.12278,0.14785,-0.16493,-0.17029,0.01445,-0.07107999999999999,0.12065,0.08517000000000001,0.02636,0.08946,-0.07518,-0.28066,-0.10857,-0.11647,-0.00203,-0.04799,0.08033,0.13432,-0.1942,-0.04714,0.05501,0.06306,0.032389999999999995,-0.07592,0.14372,-0.05927,-0.27331,-0.14870999999999998,0.14468,0.23331,0.16195,0.06296,-0.061929999999999985,-0.05648,-0.0018,-0.20276,-0.051420000000000014,0.18097,0.06468,0.04785,0.00045,-0.21448000000000006,0.052279999999999986,0.0014,-0.21409,-0.02336,0.03645,-0.1601,0.03901,-0.03767,0.21471,-0.01741,-0.14765,-0.09509,0.2255,-0.2533,-0.02787,0.10951,-0.12399,-0.18692,-0.24582,-0.09394,0.44792,0.09134,-0.09421,0.13784000000000002,-0.11102,0.00605,0.0127,0.16973,0.01288,0.11313,-0.06635,-0.03229,0.16454000000000002,-0.0557,-0.01706,0.25675,-0.04872,0.01057,0.06348999999999999,0.03905,0.00936,0.04376,-0.11679,0.05729,-0.09537,-0.08374,0.01163,0.0647,-0.1762,0.08166,0.06063,-0.02156,-0.06437999999999999,-0.00132,-0.08739,-0.08941,0.18153,-0.30778,0.18144,0.20147,0.015369999999999997,0.20839,0.03425,0.1418,0.02136,-0.14919000000000002,-0.12819,-0.0698,0.05052,-0.12489,0.052729999999999985,0.0308
299,Empire_S04E03,0.0,Cookie,3.083,0.21,0.188,0.42,0.56,forward+backward,-0.14478,0.07254,0.09383,-0.04524,0.02371,-0.10629,0.05561,-0.15889,0.26089,-0.0619,0.179,-0.04137,-0.23684,-0.06355,-0.05647000000000001,0.17765999999999998,-0.17051,-0.15759,0.00524,-0.0451,0.10631,0.03121,0.08462,0.16938,-0.07686,-0.27758,-0.14601,-0.20616,0.00572,-0.0552,0.10137,0.06397,-0.19181,-0.05708,0.002,0.043210000000000005,0.02095,-0.07737999999999999,0.18234,-0.07902999999999999,-0.31075,-0.19127,0.09884,0.26046,0.16166,0.01996,-0.05246,-0.04473,0.01594,-0.18812,-0.05835,0.13215,0.057129999999999986,0.09659,0.0104,-0.18998,0.11465999999999997,0.00064,-0.21946,-0.03844,0.05226,-0.13363,0.04358,0.03558,0.2315,0.0243,-0.13583,-0.08334,0.1648,-0.24971,0.00037,0.14642,-0.15585,-0.20729,-0.28114,-0.09765,0.42269,0.10166,-0.09773,0.09715,-0.14001,0.05632,0.02514,0.15183,-0.02327,0.13571,-0.09187,-0.017269999999999997,0.13849,-0.05864,-0.017490000000000002,0.22648,-0.06816,-0.01414,0.035789999999999995,0.07200000000000001,-0.00235,0.03909,-0.13810999999999998,0.02555,-0.02204,-0.01,0.0187,0.05152,-0.23821,0.1072,0.09511,-0.03652,-0.053570000000000007,0.05279,-0.1202,-0.06748,0.19091,-0.23911,0.2173,0.21047,-0.03002,0.17089,0.00484,0.13771,-0.07783999999999999,-0.13549,-0.10995,-0.02513,0.10280999999999997,-0.07186000000000001,0.09009,-0.02168
300,Empire_S04E06,192.0,Jamal,268.56,0.413,0.211,0.498,0.36,forward,-0.15664,0.19726,0.09791,-0.00925,-0.03653,-0.06649,-0.03502,-0.08129,0.14257,-0.04027,0.28607,-0.00506,-0.15263,-0.09646,0.02399,0.11411,-0.17121,-0.09116,-0.05634,-0.02881,0.035289999999999995,0.06771,-0.00613,0.0767,-0.07457000000000001,-0.29722,-0.13577999999999998,-0.17257,0.06285,-0.11524,0.04386,0.01974,-0.22107,-0.09057,-0.01997,-0.02551,0.02164,0.00633,0.14589000000000002,0.03517,-0.13739,0.0023,-0.0122,0.31142,0.15323,0.06183,-0.01825,-0.04715,0.0281,-0.18012,0.05243,0.15794,0.14006,0.05569,0.01711,-0.1313,0.05064,0.04401,-0.21864,0.0922,0.09508,-0.05453,-0.09918,0.00028,0.22606,0.09888,-0.08624,-0.15605,0.19352,-0.12649000000000002,-0.06527999999999999,0.11827,-0.13415,-0.18265,-0.24113,0.10145,0.38511,0.14046,-0.2743,-0.00461,-0.14897,0.01802,0.04999,0.06375,-0.04755,-0.06612,-0.09147,-0.013880000000000002,0.13992000000000002,0.01174,-0.02447,0.25322,0.016,-0.025810000000000003,0.02087,-0.02214,-0.0045,-0.031810000000000005,-0.10701,-0.03842,0.03564,-0.0491,-0.09779,0.14599,-0.20129,0.1636,0.05637,-0.03094,0.00815,0.07432000000000001,-0.09476,-0.08538,0.17628,-0.21782,0.24121,0.18327,-0.00621,0.10811,0.02947,0.14973,-0.03399,-0.05515,-0.17004,-0.10382,0.092,-0.07307999999999999,-0.02321,-0.015819999999999997
302,Empire_S04E05,437.0,Lucious,792.625,0.42,0.338,0.5920000000000001,0.644,forward+backward,-0.17429,0.13809000000000002,0.18417,0.04544,-0.06191,-0.11486,-0.01445,-0.09544,0.13918,-0.06496,0.28421,-0.01463,-0.1099,-0.15398,0.12252,0.12488,-0.11108,-0.11611,-0.0453,-0.0738,0.02245,0.05305,0.0167,0.00629,-0.05605,-0.37077,-0.10012,-0.19037,0.01627,-0.06932,0.08753,0.0401,-0.13521,-0.05775,-0.0323,0.02348,-0.01165,-0.005679999999999999,0.11062,-0.04748,-0.14467,-0.09382,-0.01925,0.2536,0.18891,0.04984,0.07337,-0.05546,0.06241,-0.13571,0.05641,0.05961,0.11311,0.05632,0.08703999999999999,-0.17282999999999998,0.04701,-0.00108,-0.17803,0.03874,0.06721,-0.08252000000000001,-0.04226,0.02269,0.33181,0.06696,-0.03689,-0.1375,0.1639,-0.09705,-0.07047,0.11631,-0.17315999999999998,-0.13202,-0.25055,0.04231,0.40519,0.02605,-0.22895,0.00097,-0.17708,0.0073700000000000015,0.028,0.0641,-0.0221,-0.046110000000000005,-0.15639,-0.0392,0.1822,-0.059670000000000015,-0.03227,0.18906,-0.01619,-0.0224,0.0053,-0.09131,-0.02521,0.04738,-0.05536,-0.12434,0.04941,-0.04423,-0.04961,0.06517,-0.24697,0.194,0.03842,0.05996,-0.00962,-0.01341,-0.07776,-0.0164,0.19172,-0.19139,0.21818,0.13655,0.04734,0.20194,-0.01185,0.12642,-0.08007,-0.05512,-0.15813,0.02764,0.05344,-0.01299,0.00853,0.08266
303,Empire_S04E05,97.0,Andre,200.117,0.174,0.253,0.385,0.628,forward,-0.0804,0.15536,0.13725,-0.04582,-0.04534,-0.10007,-0.03759,-0.0937,0.15072,-0.00223,0.35663,-0.05022,-0.15217,-0.10287,0.0187,0.14986,-0.17562,-0.03892,-0.01612,-0.06929,0.01019,-0.03002,0.05524,0.06315,-0.11833,-0.35872,-0.15775999999999998,-0.18107,0.04967,-0.08363,-0.00961,0.06398,-0.20344,-0.16940999999999998,-0.01788,0.0234,-0.06477000000000001,-0.02695,0.1691,0.02952,-0.08159,0.05535,-0.0046700000000000005,0.30787,0.14490999999999998,0.035539999999999995,0.10553,-0.02518,0.01744,-0.13713,0.06432,0.11364,0.19184,0.08213999999999999,-0.00203,-0.15382,0.03799,0.09839,-0.21943,0.09258,0.11133,-0.05384,-0.0177,0.03805,0.27756,0.10853,-0.09236,-0.05583,0.19958,-0.00244,0.0242,0.01927,-0.19529,-0.20031,-0.24356,0.13360999999999998,0.34326,0.08815,-0.24905,-0.03687,-0.20876,0.03679,-0.01076,0.01051,-0.05895,-0.014,-0.1238,0.02644,0.10508,-0.0704,-0.00127,0.23621,0.01389,0.008,0.04039,-0.00186,-0.10847,0.00435,-0.15862,-0.01651,-0.0085,-0.09733,-0.053729999999999986,0.08457999999999999,-0.22238,0.14769000000000002,0.07103999999999999,-0.05843,-0.07391,0.0562,-0.09533,-0.10004,0.18984,-0.20572,0.21452,0.22656,0.046610000000000006,0.18395,0.07146,0.07745,-0.03668,-0.08097,-0.10341,-0.02235,0.06736,0.0026,0.013580000000000002,0.05196
304,Empire_S04E01,559.0,Cookie,1278.152,0.35600000000000004,0.196,0.531,0.506,backward,-0.14358,0.0683,0.09125,-0.08501,-0.03144,-0.11751,0.04205,-0.07697000000000001,0.268,-0.06191,0.15734,-0.03058,-0.23627,-0.016380000000000002,-0.08407,0.1136,-0.18466,-0.1069,-0.01909,-0.00193,0.12035,0.06947,0.03633,0.13673,-0.05342,-0.24137,-0.09138,-0.0605,0.0299,-0.085,0.07562999999999999,0.0934,-0.21258,-0.06492,0.02432,0.14223,-0.00801,-0.04755,0.1758,-0.05997,-0.26875,-0.13659000000000002,0.06179,0.28543,0.20544,0.08112,-0.04589,-0.09258,0.07747000000000001,-0.28754,-0.04066,0.20084,0.02004,0.02903,0.054229999999999993,-0.21327,0.06169,0.04374,-0.15674000000000002,-0.011,0.053770000000000005,-0.1229,0.06752000000000001,-0.020880000000000003,0.24403,-0.01696,-0.16046,-0.11409,0.17019,-0.26885,-0.03203,0.17155,-0.09594,-0.18702,-0.29038,-0.09572,0.41794,0.09999,-0.08936000000000001,0.15117,-0.14177,0.008,0.03999,0.19577,-0.00936,0.13288,-0.13896,0.00232,0.20605,-0.04887,-0.00022,0.22902,-0.00186,0.00782,-0.00171,0.01214,-0.03575,0.017480000000000002,-0.1487,0.01641,0.00339,0.00778,-0.00611,0.11417,-0.20945,0.13384,0.02963,-0.02315,-0.05419,-0.06029,-0.08904,-0.030060000000000007,0.16997,-0.29062,0.20429,0.16013,-0.016030000000000003,0.15215,0.02042,0.11265,0.01137,-0.07877999999999999,-0.11072,-0.04393,0.02926,-0.09097,0.10234,-0.01506
305,Empire_S04E06,832.0,Becky,876.2919999999998,0.6409999999999999,0.232,0.762,0.447,detection,-0.1801,0.075,0.14032999999999998,-0.0275,-0.11651,-0.06568,0.07062,-0.07051,0.13923,-0.11758,0.25852,-0.07937999999999999,-0.21871,-0.01327,0.06167,0.14498,-0.0318,-0.10162,-0.09923,-0.0375,0.02268,-0.03281,-0.01034,0.11181,-0.04467,-0.36826,-0.10213,-0.06987,-0.0744,-0.04982,0.01741,0.06731000000000001,-0.24206,-0.05008,-0.08611,0.04809,-0.04392,-0.04861,0.14928,-0.02798,-0.2005,-0.16699,0.03833,0.2067,0.17497,-0.00263,-0.00386,0.01146,0.01395,-0.21431,0.02802,0.0773,0.14547000000000002,0.046360000000000005,0.01364,-0.0704,0.01705,0.03853,-0.17128,-0.05905,0.0241,-0.08329,-0.14899,-0.08186,0.34216,0.16045,-0.09699,-0.10096,0.22413,-0.13112,-0.06865,0.03218,-0.14418,-0.15954000000000002,-0.26179,0.0921,0.35827,0.07074,-0.21509,0.02462,-0.17213,0.00604,-0.01828,0.04389,-0.04563,0.05806,-0.07603,0.04879,0.15787,-0.06677000000000001,-0.0073700000000000015,0.23752,-0.00632,-0.05053,0.04705,-0.01044,0.016280000000000003,0.00307,-0.16833,-0.0363,0.13215,-0.051320000000000005,-0.03191,0.08664,-0.27868000000000004,0.13928,0.02132,-0.006490000000000001,0.07009,-0.01055,-0.18163,-0.10864,0.15197,-0.20734,0.11557,0.09655,-0.0531,0.12844,0.05339,0.12832000000000002,0.0045,-0.05908,-0.17574,-0.02141,0.19732,-0.0146,0.0062,0.055879999999999985
306,Empire_S04E05,612.0,Andre,1121.245,0.512,0.142,0.6559999999999999,0.399,backward,-0.0887,0.09284,0.12453,-0.06527999999999999,0.03948,-0.05297,-0.0174,-0.10099,0.15503,-0.05862000000000001,0.33839,-0.07562,-0.20092,-0.08548,0.00082,0.14886,-0.11899,-0.15629,-0.03998,-0.07213,0.04823,-0.0839,0.00202,0.04295,-0.16688,-0.3029,-0.17089,-0.09754,-0.02125,-0.09571,-0.05741,0.04967,-0.19269,-0.06708,-0.03656,0.03171,-0.02502,-0.09042,0.17082999999999998,0.05945,-0.09613,0.03527,-0.03793,0.29892,0.1253,-0.00448,0.06526,-0.053320000000000006,0.03199,-0.16848,0.0478,0.16178,0.1189,0.08906,0.022330000000000003,-0.10701,0.04111,0.11876,-0.19105,0.0921,0.04639,-0.07422000000000001,-0.03808,-0.06196,0.21487,0.18277,-0.11089,-0.10595999999999997,0.2113,0.00511,-0.02654,0.01314,-0.21083,-0.22119,-0.25025,0.1066,0.34419,0.07221,-0.25594,0.02027,-0.10264,0.0266,0.07186000000000001,0.06509,-0.05728,0.0388,-0.11915,0.047,0.17252,-0.02821,-0.05904,0.19452,-0.0434,0.02448,0.07286000000000001,0.05623,-0.033460000000000004,0.02528,-0.16078,0.03368,0.00617,-0.0756,-0.08607000000000001,0.08146,-0.11851,0.10324,0.07311000000000001,-0.02773,-0.10744,0.0239,-0.08878,-0.04925,0.11552,-0.25838,0.16952,0.21102,0.04406,0.1087,0.05164,0.06167,-0.00806,-0.05134,-0.15548,-0.0219,0.05735,0.05256,0.00607,0.05243
309,Empire_S04E06,558.0,Lucious,475.05800000000005,0.234,0.197,0.406,0.504,backward,-0.13534000000000002,0.05586,0.07047,0.01021,0.00157,-0.05912000000000001,0.01324,-0.10582,0.1724,-0.07636,0.24767,0.02595,-0.13917000000000002,-0.15108,0.0768,0.09434,-0.17549,-0.11735,-0.03279,-0.05584,0.04715,0.03807,0.04069,0.04689,-0.07432000000000001,-0.33138,-0.1058,-0.21719,0.1011,-0.04051,0.03747,0.04679,-0.15017,-0.01372,-0.03714,0.03888,0.0017399999999999998,-0.02635,0.13159,-0.017830000000000002,-0.12548,-0.112,-0.01621,0.15548,0.20574,0.02449,0.09207,-0.04514,0.08971,-0.16030999999999998,0.03596,0.0644,0.16149000000000002,0.11514,0.06351,-0.2101,0.04974,-0.02509,-0.17809,0.06913,0.026910000000000003,-0.06042,-0.02008,0.10723,0.23023,0.0572,-0.07316,-0.15727,0.18328,-0.19489,-0.051620000000000006,0.1537,-0.12722,-0.14898,-0.24554,0.02048,0.37702,0.08586,-0.16964,0.0075299999999999985,-0.13663,-0.00892,0.04655,0.0907,-0.04009,-0.02851,-0.1654,-0.05133,0.15033,-0.013919999999999998,-0.04796,0.19559,-0.01216,0.06176,0.02834,0.04203,-0.00701,0.03537,0.0057,-0.031580000000000004,0.00856,-0.03567,-0.04279,0.04605,-0.12855,0.1862,-0.02031,0.05254,-0.04149,-0.00294,-0.06254,-0.008,0.12464,-0.23425,0.18065,0.15292999999999998,-0.00529,0.18893,-0.035480000000000005,0.14115,-0.06139,-0.07603,-0.16943,-0.03079,-0.01096,-0.02518,-0.03528,0.04249
